Ref,Val,Package,PosX,PosY,Rot,Side
"SW61","SW_Push","SW_Cherry_MX_PCB",50.006250,-114.300000,0.000000,top
"SW62","SW_Push","SW_Cherry_MX_PCB",80.962500,-114.300000,0.000000,top
"SW63","SW_Push","SW_Cherry_MX_PCB",100.012500,-114.300000,0.000000,top
"SW64","SW_Push","SW_Cherry_MX_PCB",119.062500,-114.300000,0.000000,top
"SW65","SW_Push","SW_Cherry_MX_PCB",138.112500,-114.300000,0.000000,top
"SW66","SW_Push","SW_Cherry_MX_PCB",157.162500,-114.300000,0.000000,top
"SW67","SW_Push","SW_Cherry_MX_PCB",176.212500,-114.300000,0.000000,top
"SW68","SW_Push","SW_Cherry_MX_PCB",195.262500,-114.300000,0.000000,top
"SW69","SW_Push","SW_Cherry_MX_PCB",214.312500,-114.300000,0.000000,top
"SW70","SW_Push","SW_Cherry_MX_PCB",233.362500,-114.300000,0.000000,top
"SW71","SW_Push","SW_Cherry_MX_PCB",252.412500,-114.300000,0.000000,top
"SW72","SW_Push","SW_Cherry_MX_PCB",278.606250,-114.300000,0.000000,top
"SW73","SW_Push","SW_Cherry_MX_PCB",304.800000,-114.300000,0.000000,top
"SW74","SW_Push","SW_Cherry_MX_PCB",323.850000,-114.300000,0.000000,top
"SW75","SW_Push","SW_Cherry_MX_PCB",40.481250,-133.350000,0.000000,top
"SW76","SW_Push","SW_Cherry_MX_PCB",64.293750,-133.350000,0.000000,top
"SW77","SW_Push","SW_Cherry_MX_PCB",88.106250,-133.350000,0.000000,top
"SW78","SW_Push","SW_Cherry_MX_PCB",159.543750,-133.350000,0.000000,top
"SW79","SW_Push","SW_Cherry_MX_PCB",230.981250,-133.350000,0.000000,top
"SW80","SW_Push","SW_Cherry_MX_PCB",254.793750,-133.350000,0.000000,top
"SW81","SW_Push","SW_Cherry_MX_PCB",285.750000,-133.350000,0.000000,top
"SW82","SW_Push","SW_Cherry_MX_PCB",304.800000,-133.350000,0.000000,top
"SW83","SW_Push","SW_Cherry_MX_PCB",323.850000,-133.350000,0.000000,top
